	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	37387415	2020-06-29	0.0558	127491085
1	Vanguard Group, Inc. (The)	37224760	2020-06-29	0.0556	126936431
2	State Street Corporation	30458351	2020-06-29	0.0455	103862976
3	Oracle Investment Management Inc	12045886	2020-06-29	0.018000000000000002	41076471
4	Northern Trust Corporation	7934251	2020-06-29	0.0118	27055795
5	Citadel Advisors LLC	7843629	2020-06-29	0.011699999999999999	26746774
6	Geode Capital Management, LLC	6678005	2020-06-29	0.01	22771997
7	Dimensional Fund Advisors LP	5107679	2020-06-29	0.0076	17417185
8	Norges Bank Investment Management	4327752	2019-12-30	0.006500000000000001	6361795
9	Invesco Ltd.	3763627	2020-06-29	0.005600000000000001	12833968
