	0	1
Earnings Date	2020-11-03 00:00:00	2020-11-09 00:00:00
Earnings Average	0.04	0.04
Earnings Low	0.04	0.04
Earnings High	0.06	0.06
Revenue Average	374360000	374360000
Revenue Low	359000000	359000000
Revenue High	386300000	386300000
