	0	1
Earnings Date	2020-10-28 00:00:00	2020-11-02 00:00:00
Earnings Average	-0.4	-0.4
Earnings Low	-0.84	-0.84
Earnings High	0.01	0.01
Revenue Average	966380000	966380000
Revenue Low	826000000	826000000
Revenue High	1048810000	1048810000
