	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	0.35	0.35
Earnings Low	0.24	0.24
Earnings High	0.4	0.4
Revenue Average	2919500000	2919500000
Revenue Low	2872000000	2872000000
Revenue High	2970800000	2970800000
