	0	1
Earnings Date	2020-10-29 00:00:00	2020-11-02 00:00:00
Earnings Average	1.08	1.08
Earnings Low	1.01	1.01
Earnings High	1.12	1.12
Revenue Average	3000230000	3000230000
Revenue Low	2953000000	2953000000
Revenue High	3053000000	3053000000
