	0	1
Earnings Date	2020-10-20 00:00:00	2020-10-26 00:00:00
Earnings Average	2.58	2.58
Earnings Low	2.13	2.13
Earnings High	3.09	3.09
Revenue Average	5458060000	5458060000
Revenue Low	4759780000	4759780000
Revenue High	6220200000	6220200000
