	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	32366016	2020-06-29	0.0877	3969368202
1	Blackrock Inc.	27813573	2020-06-29	0.0753	3411056592
2	JP Morgan Chase & Company	21840151	2020-06-29	0.0592	2678476118
3	State Street Corporation	15278343	2020-06-29	0.0414	1873735985
4	Massachusetts Financial Services Co.	14039300	2020-06-29	0.038	1721779752
5	Franklin Resources, Inc.	10011646	2020-06-29	0.0271	1227828265
6	Lazard Asset Management LLC	9296463	2020-06-29	0.0252	1140118222
7	Wells Fargo & Company	8845529	2020-06-29	0.024	1084815676
8	FMR, LLC	6062547	2020-06-29	0.016399999999999998	743510764
9	Geode Capital Management, LLC	5561160	2020-06-29	0.0151	682020662
