	0	1
Earnings Date	2020-11-24 00:00:00	2020-11-30 00:00:00
Earnings Average	1.32	1.32
Earnings Low	1.26	1.26
Earnings High	1.38	1.38
Revenue Average	1438840000	1438840000
Revenue Low	1342100000	1342100000
Revenue High	1461460000	1461460000
