	Holder	Shares	Date Reported	% Out	Value
0	Smallcap World Fund	5080724	2019-12-30	0.16940000000000002	199977296
1	Mainstay Winslow Large Cap Growth Fund	3297400	2020-01-30	0.1099	107132526
2	Federated Kaufmann Fund	1720000	2020-01-30	0.057300000000000004	55882800
3	American Funds Insurance Ser-Global Small Capitalization Fund	1347640	2020-03-30	0.0449	36642331
4	Alger Fds II-Alger Spectra Fund	1120794	2020-01-30	0.0374	36414597
5	American Funds Insurance Ser-International Growth & Income	626340	2020-03-30	0.0209	17030184
6	iShares Core MSCI Emerging Markets ETF	525426	2020-02-28	0.0175	20785852
7	Blackrock Funds-Technology Oppportunities Port	497054	2020-03-30	0.0166	13514898
8	Vanguard International Stock Index-Total Intl Stock Indx	432878	2020-01-30	0.0144	14064206
9	Federated Kaufmann Small Cap Fund	425000	2020-01-30	0.014199999999999999	13808250
