	0	1
Earnings Date	2018-04-25 00:00:00	2018-04-30 00:00:00
Earnings Average	0.05	0.05
Earnings Low	0.05	0.05
Earnings High	0.05	0.05
Revenue Average	1128360000	1128360000
Revenue Low	1128360000	1128360000
Revenue High	1128360000	1128360000
