	0	1
Earnings Date	2020-10-08 00:00:00	2020-10-12 00:00:00
Earnings Average	-3.03	-3.03
Earnings Low	-4.37	-4.37
Earnings High	-2.24	-2.24
Revenue Average	3044350000	3044350000
Revenue Low	2588000000	2588000000
Revenue High	3714000000	3714000000
