	Holder	Shares	Date Reported	% Out	Value
0	Price (T.Rowe) Associates Inc	34305055	2020-06-29	0.192	1329663931
1	Capital Research Global Investors	22165675	2020-06-29	0.1241	859141563
2	Berkshire Hathaway, Inc	14166748	2020-06-29	0.0793	549103152
3	Blackrock Inc.	6676149	2020-06-29	0.0374	258767535
4	Whale Rock Capital Management LLC	3842800	2020-06-29	0.0215	148946928
5	Invesco Ltd.	3033038	2020-06-29	0.017	117560552
6	Light Street Capital Management, LLC	2912918	2020-06-29	0.0163	112904701
7	Artisan Partners Limited Partnership	2862408	2020-06-29	0.016	110946934
8	ClearBridge Investments, LLC	2676865	2020-06-29	0.015	103755287
9	1832 Asset Management L.P.	2157500	2020-06-29	0.0121	83624700
