	0	1
Earnings Date	2021-02-24 00:00:00	2021-03-01 00:00:00
Earnings Average	-0.17	-0.17
Earnings Low	-0.28	-0.28
Earnings High	0.17	0.17
Revenue Average	440930000	440930000
Revenue Low	408610000	408610000
Revenue High	462230000	462230000
