	0	1
Earnings Date	2020-10-28 00:00:00	2020-11-02 00:00:00
Earnings Average	0.09	0.09
Earnings Low	0.08	0.08
Earnings High	0.12	0.12
Revenue Average	625170000	625170000
Revenue Low	619600000	619600000
Revenue High	640000000	640000000
