	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	86949174	2020-06-29	0.0808	829495119
1	Artisan Partners Limited Partnership	64406974	2020-06-29	0.0599	614442531
2	Blackrock Inc.	49850984	2020-06-29	0.0464	475578387
3	Price (T.Rowe) Associates Inc	46320035	2020-06-29	0.0431	441893133
4	Goldman Sachs Group, Inc.	29394696	2020-06-29	0.0273	280425399
5	William Blair Investment Management, LLC	25772554	2020-06-29	0.024	245870165
6	Invesco Ltd.	23744813	2020-06-29	0.022099999999999998	226525516
7	Brown Advisory Inc.	19146577	2020-06-29	0.0178	182658344
8	Renaissance Technologies, LLC	17348900	2020-06-29	0.0161	165508506
9	Iridian Asset Management LLC	15737639	2020-06-29	0.0146	150137076
