Date	Firm	To Grade	From Grade	Action
2012-08-17 12:43:00	JP Morgan	Overweight	Neutral	up
2012-08-20 14:57:00	Raymond James	Outperform	Market Perform	up
2013-01-03 12:23:38	Barclays	Equal-Weight		main
2013-02-04 10:28:46	JP Morgan	Neutral	Overweight	down
2013-03-15 06:51:46	Raymond James	Market Perform	Outperform	down
2013-03-26 09:40:12	UBS	Buy	Neutral	up
2014-05-02 02:31:42	JP Morgan	Overweight		main
2014-05-12 22:26:30	JP Morgan	Overweight		main
2014-07-15 19:53:37	JP Morgan	Neutral		main
2015-02-11 09:00:00	JP Morgan	Neutral		main
2016-03-15 03:53:46	Barclays	Overweight		main
2016-03-15 10:08:31	Scotiabank	Outperform		init
2016-03-24 07:44:09	Santander	Hold	Buy	down
2016-08-11 12:12:32	JP Morgan	Overweight		main
2016-09-21 04:29:35	Credit Suisse	Outperform		main
2018-05-25 15:31:06	Credit Suisse	Outperform	Outperform	main
2018-12-07 11:08:11	Itau BBA	Outperform	Market Perform	up
2019-02-11 11:54:26	JP Morgan	Neutral	Overweight	down
2019-04-09 10:37:46	Citigroup	Neutral	Buy	down
2019-08-13 10:25:23	JP Morgan	Overweight	Neutral	up
2019-08-13 10:59:42	HSBC	Buy	Hold	up
2019-09-05 13:28:00	Bank of America	Buy	Underperform	up
2019-11-15 13:52:45	JP Morgan	Overweight		main
2020-01-07 15:11:34	Bank of America	Neutral	Buy	down
2020-06-09 11:55:34	JP Morgan	Neutral	Overweight	down
2020-06-23 11:45:59	Santander	Hold	Buy	down
2020-06-24 14:37:41	ScotiaBank	Sector Perform	Sector Outperform	down
