Date	Firm	To Grade	From Grade	Action
2012-04-18	Stifel Nicolaus	Buy		init
2012-04-20	Deutsche Bank	Buy		main
2012-04-23	Citigroup	Buy		main
2012-05-23	Sterne Agee	Buy		up
2012-06-01	Goldman Sachs	Buy		up
2012-07-09	Jefferies	Buy		main
2012-07-24	Barclays	Overweight		main
2012-10-17	Barclays	Overweight		main
2012-10-19	Barclays	Overweight		main
2012-10-19	Jefferies	Buy		main
2013-01-09	Jefferies	Buy		main
2013-01-11	BMO Capital	Outperform		main
2013-02-01	Jefferies	Buy		main
2013-02-01	BMO Capital	Outperform		main
2013-02-06	Citigroup	Buy		main
2013-04-10	BMO Capital	Outperform		main
2013-04-15	Jefferies	Buy		main
2013-04-19	Stifel Nicolaus	Buy		main
2013-04-24	Citigroup	Buy		main
2013-05-15	Barclays	Overweight		main
2013-08-12	RBC Capital	Outperform		init
2013-08-13	RBC Capital	Outperform		init
2013-09-16	Bank of America	Buy	Neutral	up
2013-10-11	Evercore Partners	Equal-Weight		init
2013-12-18	Citigroup	Buy		main
2014-01-29	Deutsche Bank	Buy		init
2014-01-31	Citigroup	Buy		main
2014-03-19	Morgan Stanley	Overweight		main
2014-04-03	Bernstein	Outperform		init
2014-04-09	Citigroup	Buy		main
2014-04-10	Citigroup	Buy		main
2014-07-14	Deutsche Bank	Buy		main
2014-07-18	JMP Securities	Market Outperform		main
2014-07-18	Jefferies	Buy		main
2014-07-18	Deutsche Bank	Buy		main
2014-07-18	Credit Suisse	Outperform		main
2014-09-11	Deutsche Bank	Buy		main
2014-10-08	Jefferies	Buy		main
2014-10-08	Citigroup	Buy		main
2014-10-14	Keefe Bruyette & Woods	Outperform		main
2014-10-17	Deutsche Bank	Buy		main
2014-11-20	Credit Suisse	Outperform		main
2014-12-04	Barclays	Overweight		init
2014-12-12	Deutsche Bank	Buy		main
2014-12-15	Morgan Stanley	Outperform		init
2015-01-09	Citigroup	Buy		main
2015-01-13	Barclays	Overweight		main
2015-01-14	Keefe Bruyette & Woods	Outperform		main
2015-01-30	Keefe Bruyette & Woods			main
2015-01-30	Jefferies	Buy		main
2015-01-30	Citigroup	Buy		main
2015-01-30	Barclays	Overweight		main
2015-02-20	Barclays	Overweight		main
2015-03-06	Deutsche Bank	Buy		main
2015-04-07	JMP Securities	Market Outperform		main
2015-04-10	Barclays	Overweight		main
2015-04-13	Deutsche Bank	Buy		main
2015-04-17	Barclays	Overweight		main
2015-04-17	Keefe Bruyette & Woods	Outperform		main
2015-05-08	Deutsche Bank	Buy		main
2015-05-22	Susquehanna	Positive		init
2015-06-03	PiperJaffray	Overweight		init
2015-07-09	Susquehanna	Positive		main
2015-07-10	Deutsche Bank	Buy		main
2015-07-10	Barclays	Overweight		main
2015-07-15	Citigroup	Buy		main
2015-08-11	Barclays	Overweight		main
2015-08-11	Goldman Sachs	Buy		init
2015-09-03	Susquehanna	Positive		main
