	Holder	Shares	Date Reported	% Out	Value
0	Wellington Management Company, LLP	42904201	2020-09-29	0.0637	2239599292
1	Vanguard Group, Inc. (The)	37100476	2020-09-29	0.055	1936644847
2	Blackrock Inc.	20253057	2020-09-29	0.03	1057209575
3	Janus Henderson Group PLC	19193787	2020-09-29	0.0285	1001915681
4	Capital World Investors	19148253	2020-09-29	0.028399999999999998	999538806
5	Morgan Stanley	18896315	2020-09-29	0.027999999999999997	986387643
6	Capital International Investors	16949251	2020-09-29	0.025099999999999997	884750902
7	Royal Bank of Canada	12246527	2020-09-29	0.0182	639268709
8	ClearBridge Investments, LLC	10298246	2020-09-29	0.015300000000000001	537568441
9	JP Morgan Chase & Company	9062946	2020-09-29	0.0134	473085781
