	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	66203469	2020-06-29	0.08900000000000001	12212553926
1	Blackrock Inc.	51419655	2020-06-29	0.0691	9485383757
2	State Street Corporation	38701866	2020-06-29	0.052000000000000005	7139333221
3	Wellington Management Company, LLP	33920886	2020-06-29	0.045599999999999995	6257385840
4	Bank of America Corporation	11671336	2020-06-29	0.015700000000000002	2153011351
5	Geode Capital Management, LLC	11237712	2020-06-29	0.0151	2073020732
6	Northern Trust Corporation	10769022	2020-06-29	0.014499999999999999	1986561488
7	JP Morgan Chase & Company	10352391	2020-06-29	0.0139	1909705567
8	Morgan Stanley	8483523	2020-06-29	0.011399999999999999	1564955487
9	FMR, LLC	8470056	2020-06-29	0.011399999999999999	1562471230
