	0	1
Earnings Date	2020-10-20 00:00:00	2020-10-26 00:00:00
Earnings Average	1.81	1.81
Earnings Low	1.59	1.59
Earnings High	1.93	1.93
Revenue Average	5237120000	5237120000
Revenue Low	4766000000	4766000000
Revenue High	5440700000	5440700000
