	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	1.49	1.49
Earnings Low	1.21	1.21
Earnings High	1.78	1.78
Revenue Average	3988260000	3988260000
Revenue Low	3811050000	3811050000
Revenue High	4121720000	4121720000
