	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	2.49	2.49
Earnings Low	2.32	2.32
Earnings High	2.76	2.76
Revenue Average	1720160000	1720160000
Revenue Low	1646000000	1646000000
Revenue High	1778000000	1778000000
