	0	1
Earnings Date	2020-11-02 00:00:00	2020-11-06 00:00:00
Earnings Average	1.52	1.52
Earnings Low	1.45	1.45
Earnings High	1.63	1.63
Revenue Average	3445640000	3445640000
Revenue Low	3385700000	3385700000
Revenue High	3515000000	3515000000
