	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	33382531	2020-06-29	0.0998	2401205454
1	Vanguard Group, Inc. (The)	28499882	2020-06-29	0.0852	2049996512
2	State Street Corporation	21789244	2020-06-29	0.06509999999999999	1567300320
3	Capital Research Global Investors	8153603	2020-06-29	0.024399999999999998	586488663
4	Geode Capital Management, LLC	5644840	2020-06-29	0.0169	406033341
5	Legal & General Group PLC	4659233	2020-06-29	0.0139	335138629
6	Invesco Ltd.	4498634	2020-06-29	0.0134	323586743
7	Northern Trust Corporation	4151835	2020-06-29	0.0124	298641491
8	APG Asset Management N.V.	3449004	2020-06-29	0.0103	248086857
9	Renaissance Technologies, LLC	3434997	2020-06-29	0.0103	247079334
