	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	38181543	2020-09-29	0.08900000000000001	5325943433
1	Blackrock Inc.	30953376	2020-09-29	0.0722	4317686418
2	State Street Corporation	18644816	2020-09-29	0.0435	2600765383
3	Morgan Stanley	13551926	2020-09-29	0.0316	1890358157
4	Bank Of New York Mellon Corporation	12730768	2020-09-29	0.0297	1775814828
5	AllianceBernstein, L.P.	11123526	2020-09-29	0.0259	1551620641
6	Wellington Management Company, LLP	10860744	2020-09-29	0.0253	1514965180
7	Bank of America Corporation	9515651	2020-09-29	0.0222	1327338157
8	Wells Fargo & Company	9120885	2020-09-29	0.0213	1272272248
9	Geode Capital Management, LLC	7578541	2020-09-29	0.0177	1057130684
