Date	Firm	To Grade	From Grade	Action
2012-03-26 06:20:00	Morgan Stanley	Overweight		main
2012-04-23 06:09:00	Morgan Stanley	Overweight		main
2012-04-23 06:49:00	JP Morgan	Overweight		main
2012-04-23 07:02:00	Goldman Sachs	Neutral		main
2012-04-23 10:39:00	UBS	Neutral		main
2012-07-09 06:01:00	Morgan Stanley	Overweight		main
2012-07-09 06:17:00	Morgan Stanley	Overweight		main
2012-07-19 12:29:00	UBS	Neutral		main
2012-09-05 06:52:00	Citigroup	Buy		main
2012-09-10 07:02:00	JP Morgan	Overweight		main
2012-09-21 07:16:00	JP Morgan	Overweight		main
2012-10-12 07:00:00	Deutsche Bank	Buy		init
2012-10-22 07:16:00	Credit Suisse	Neutral		main
2012-10-22 07:26:00	Nomura	Buy		main
2012-10-22 08:32:00	Morgan Stanley	Overweight		main
2012-10-25 10:50:00	Bernstein	Outperform	Market Perform	up
2012-12-05 07:58:29	Stifel Nicolaus	Buy		init
2013-01-02 11:39:49	Ladenburg Thalmann	Hold	Buy	down
2013-01-02 11:46:11	Ladenburg Thalmann	Hold	Buy	down
2013-01-07 08:06:11	Deutsche Bank	Buy		main
2013-01-25 10:26:01	Bank of America	Buy		main
2013-01-28 07:55:07	Stifel Nicolaus	Buy		main
2013-01-28 08:46:17	Jefferies	Buy		main
2013-01-28 09:23:18	Credit Suisse	Neutral		main
2013-01-28 10:34:49	UBS	Neutral		main
2013-03-07 07:44:08	Jefferies	Buy		main
2013-03-07 08:25:11	JP Morgan	Overweight		main
2013-03-07 08:34:42	Stifel Nicolaus	Buy		main
2013-03-07 10:32:32	Bank of America	Buy		main
2013-03-18 06:32:52	Citigroup	Buy		main
2013-03-25 07:36:34	Deutsche Bank	Buy		main
2013-04-22 06:31:24	Credit Suisse	Neutral		main
2013-04-22 07:56:35	Nomura	Buy		main
2013-05-17 09:44:21	Bank of America	Buy		main
2013-07-22 07:49:41	Nomura	Neutral	Buy	down
2013-07-22 08:48:50	Jefferies	Buy		main
2013-10-21 08:49:46	Stifel Nicolaus	Buy		main
2013-12-18 07:23:03	Citigroup	Buy		main
2014-01-08 06:56:09	Citigroup	Neutral	Buy	down
2014-01-27 08:00:00	Ladenburg Thalmann	Buy	Hold	up
2014-02-21 06:34:12	Credit Suisse	Neutral		main
2014-07-21 21:30:47	Barclays	Overweight		main
2014-10-06 09:00:00	Barclays	Overweight		main
2014-10-20 09:00:00	Barclays	Overweight		main
2014-11-05 06:25:16	Morgan Stanley	Overweight		main
2014-12-16 09:00:00	Stifel Nicolaus	Buy		main
2014-12-18 09:00:00	JP Morgan	Overweight		main
2014-12-31 09:00:00	Jefferies	Buy		main
2015-01-12 09:00:00	Barclays	Overweight		main
2015-01-15 09:00:00	JP Morgan	Overweight		main
2015-04-01 17:28:10	Nomura	Neutral		init
2015-07-20 11:00:00	RBC Capital	Outperform		main
2015-07-29 11:00:00	Barclays	Overweight		main
2015-07-31 15:56:31	Barclays	Overweight		main
2015-10-05 05:24:11	Barclays	Overweight		main
2015-10-19 10:35:10	Jefferies	Buy		main
2015-12-17 06:04:30	Credit Suisse	Neutral		main
2016-01-19 13:01:01	Barclays	Overweight		main
2016-01-21 07:31:58	Citigroup	Buy		init
2016-04-18 04:00:04	Barclays	Equal-Weight		main
2016-04-19 06:18:32	Citigroup	Buy		main
2016-04-25 04:14:00	Morgan Stanley	Overweight		main
2016-04-25 04:22:19	Citigroup	Buy		main
2016-04-25 06:30:51	Credit Suisse	Neutral		main
2016-04-25 08:04:46	Oppenheimer	Outperform		main
2016-04-25 09:41:38	Jefferies	Buy		main
2016-06-06 06:11:11	UBS	Neutral		main
2016-07-25 00:00:00	Credit Suisse	Neutral		main
2016-07-25 06:33:51	Bernstein	Outperform		main
2016-07-25 07:20:11	Oppenheimer	Outperform		main
2016-07-25 10:03:20	Bank of America	Buy		main
2016-07-25 12:47:11	Stifel Nicolaus	Buy		main
2016-10-06 07:15:41	Baird	Outperform		init
2016-10-11 14:43:12	Citigroup	Buy		main
2017-08-16 18:10:12	Morgan Stanley	Overweight		main
2017-09-22 15:43:55	Morgan Stanley	Overweight		main
2017-10-09 18:08:27	Citigroup	Buy		main
