	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	18697328	2020-06-29	0.1119	2390640358
1	Blackrock Inc.	13983224	2020-06-29	0.0837	1787895020
2	State Street Corporation	7863226	2020-06-29	0.0471	1005392076
3	Vulcan Value Partners, LLC	7281631	2020-06-29	0.0436	931029339
4	Price (T.Rowe) Associates Inc	5656517	2020-06-29	0.0339	723242263
5	Geode Capital Management, LLC	2893500	2020-06-29	0.0173	369962910
6	Lazard Asset Management LLC	2670500	2020-06-29	0.016	341450130
7	Nuveen Asset Management	2660834	2020-06-29	0.0159	340214235
8	Northern Trust Corporation	2508813	2020-06-29	0.015	320776830
9	AQR Capital Management, LLC	2404887	2020-06-29	0.0144	307488851
