	0	1
Earnings Date	2020-11-10 00:00:00	2020-11-16 00:00:00
Earnings Average	1.51	1.51
Earnings Low	1.5	1.5
Earnings High	1.58	1.58
Revenue Average	840500000	840500000
Revenue Low	835140000	835140000
Revenue High	847320000	847320000
