	0	1
Earnings Date	2020-12-03 00:00:00	2020-12-07 00:00:00
Earnings Average	1.96	1.96
Earnings Low	1.65	1.65
Earnings High	2.34	2.34
Revenue Average	8110980000	8110980000
Revenue Low	7957000000	7957000000
Revenue High	8257000000	8257000000
