	Holder	Shares	Date Reported	% Out	Value
0	Price (T.Rowe) Associates Inc	22838900	2020-06-29	0.0917	4351038839
1	Vanguard Group, Inc. (The)	20048746	2020-06-29	0.0805	3819486600
2	Blackrock Inc.	19127202	2020-06-29	0.0768	3643923253
3	State Street Corporation	11261151	2020-06-29	0.0452	2145361877
4	Capital World Investors	10924050	2020-06-29	0.043899999999999995	2081140765
5	FMR, LLC	9791830	2020-06-29	0.0393	1865441533
6	Polen Capital Management, LLC	5530001	2020-06-29	0.0222	1053520490
7	Geode Capital Management, LLC	3712623	2020-06-29	0.0149	707291807
8	Massachusetts Financial Services Co.	3442527	2020-06-29	0.0138	655835818
9	Northern Trust Corporation	3334771	2020-06-29	0.0134	635307223
