	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	19790161	2020-06-29	0.11320000000000001	3797533994
1	Blackrock Inc.	16799598	2020-06-29	0.09609999999999999	3223674860
2	State Street Corporation	10304592	2020-06-29	0.058899999999999994	1977348158
3	Cohen & Steers Inc.	9990969	2020-06-29	0.0572	1917167041
4	Wellington Management Company, LLP	5973122	2020-06-29	0.0342	1146182380
5	Apg Asset Management Us Inc.	3351000	2020-06-29	0.0192	643023390
6	JP Morgan Chase & Company	3227508	2020-06-29	0.018500000000000003	619326510
7	Geode Capital Management, LLC	2900393	2020-06-29	0.0166	556556412
8	Northern Trust Corporation	2581738	2020-06-29	0.0148	495409704
9	Capital International Investors	2483028	2020-06-29	0.014199999999999999	476468242
