	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	1.7	1.7
Earnings Low	1.61	1.61
Earnings High	1.8	1.8
Revenue Average	721050000	721050000
Revenue Low	713140000	713140000
Revenue High	726080000	726080000
