Date	Firm	To Grade	From Grade	Action
2013-10-22 06:14:29	Bank of America	Buy		init
2013-10-22 06:27:47	JP Morgan	Overweight		init
2013-10-22 08:00:00	Goldman Sachs	Buy		init
2013-11-06 10:21:15	JP Morgan	Overweight		main
2014-02-20 06:59:08	Bank of America	Buy		main
2014-03-17 08:00:00	William Blair	Outperform		init
2014-03-27 07:29:21	Macquarie	Outperform		init
2014-04-01 08:00:00	Macquarie	Outperform		init
2014-04-30 01:36:21	Raymond James	Outperform		main
2014-08-06 06:22:07	Oppenheimer	Outperform		init
2014-11-11 08:00:00	Macquarie	Outperform		init
2014-11-21 16:49:36	Jefferies	Buy		init
2015-04-29 09:00:00	Jefferies	Buy		main
2015-07-23 07:50:07	JP Morgan	Overweight		init
2015-07-31 07:15:54	Raymond James	Strong Buy	Outperform	up
2015-08-10 07:48:47	Canaccord Genuity	Buy		init
2015-10-06 06:35:31	RBC Capital	Outperform		init
2015-11-03 08:39:48	Summit Research Partners	Buy	Hold	up
2015-11-03 10:37:10	Oppenheimer	Outperform		main
2015-12-17 03:57:42	Morgan Stanley	Equal-Weight	Overweight	down
2016-06-28 07:02:47	Summit Redstone	Buy		init
2016-07-07 07:54:31	Craig-Hallum	Buy		init
2016-08-04 13:17:40	Jefferies	Buy		main
2016-08-25 16:55:37	Baird	Neutral		init
2016-08-25 21:04:12	Baird	Neutral		init
2016-12-12 12:29:33	Baird	Outperform	Neutral	up
2017-04-11 17:49:13	Morgan Stanley	Overweight	Equal-Weight	up
2017-08-10 12:43:54	Baird	Neutral	Outperform	down
2017-10-25 16:46:54	Bank of America	Buy		main
2017-11-09 14:13:50	Oppenheimer	Outperform		main
2017-12-12 13:29:07	JP Morgan	Neutral	Overweight	down
2018-02-13 13:26:37	Morgan Stanley	Overweight	Overweight	main
2018-02-13 14:02:49	JP Morgan	Neutral	Neutral	main
2018-02-13 14:16:33	Bank of America	Buy	Buy	main
2018-04-27 14:24:08	Morgan Stanley	Equal-Weight	Equal-Weight	main
2018-06-15 11:24:19	JP Morgan	Neutral	Neutral	main
2018-06-19 10:29:39	Oppenheimer	Outperform	Outperform	main
2018-08-07 13:15:49	Baird	Neutral	Neutral	main
2018-08-07 15:52:24	Bank of America	Buy	Buy	main
2018-11-19 11:28:29	Baird	Outperform	Neutral	up
2019-01-07 13:53:36	Morgan Stanley	Equal-Weight	Equal-Weight	main
2019-02-12 12:51:08	Raymond James	Strong Buy	Strong Buy	main
2019-02-12 13:34:56	Deutsche Bank	Buy	Buy	main
2019-03-22 13:20:12	Deutsche Bank	Buy	Buy	main
2019-05-02 14:09:14	Bank of America	Buy		reit
2019-05-07 13:36:01	Raymond James	Strong Buy	Strong Buy	main
2019-07-30 11:22:47	Raymond James	Strong Buy		main
2019-07-30 14:08:57	Bank of America	Buy		main
2019-09-19 12:43:42	Morgan Stanley	Equal-Weight		main
2019-10-04 12:57:49	Morgan Stanley	Equal-Weight		main
2019-10-07 10:32:20	JP Morgan	Overweight	Neutral	up
2019-10-07 16:53:54	Bank of America	Buy		main
2019-11-05 12:28:03	Raymond James	Strong Buy		main
2019-11-05 13:47:40	Morgan Stanley	Equal-Weight		main
2019-11-05 15:27:28	Craig-Hallum	Buy		main
2019-11-05 15:29:26	SunTrust Robinson Humphrey	Buy		main
2019-12-09 12:53:54	Bank of America	Buy		reit
2020-01-13 14:12:43	Morgan Stanley	Equal-Weight		main
2020-01-21 11:41:06	Goldman Sachs	Buy	Neutral	up
2020-01-23 13:21:21	Needham	Buy		main
2020-02-05 13:04:25	B of A Securities	Buy		main
2020-02-11 11:45:39	Needham	Buy		main
2020-02-11 12:17:09	Rosenblatt	Buy		main
2020-02-11 12:33:53	Raymond James	Strong Buy		main
2020-02-11 12:47:58	Morgan Stanley	Equal-Weight		main
2020-02-11 13:49:32	Goldman Sachs	Buy		main
2020-02-11 14:10:17	Piper Sandler	Overweight		main
2020-02-11 14:11:13	Oppenheimer	Outperform		main
2020-02-11 14:23:39	Craig-Hallum	Buy		main
2020-02-11 14:40:03	Northland Securities	Outperform		main
2020-02-11 14:41:17	Guggenheim Securities	Buy		main
2020-02-11 14:43:47	SunTrust Robinson Humphrey	Buy		main
