	0	1
Earnings Date	2020-10-21 00:00:00	2020-10-26 00:00:00
Earnings Average	1.44	1.44
Earnings Low	1.37	1.37
Earnings High	1.58	1.58
Revenue Average	685690000	685690000
Revenue Low	668510000	668510000
Revenue High	711980000	711980000
