	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	0.49	0.49
Earnings Low	0.08	0.08
Earnings High	1.2	1.2
Revenue Average	651680000	651680000
Revenue Low	499000000	499000000
Revenue High	806700000	806700000
