	0	1
Earnings Date	2020-10-28 00:00:00	2020-11-02 00:00:00
Earnings Average	1.23	1.23
Earnings Low	1.15	1.15
Earnings High	1.4	1.4
Revenue Average	6389350000	6389350000
Revenue Low	5546780000	5546780000
Revenue High	8971610000	8971610000
