	Holder	Shares	Date Reported	% Out	Value
0	Orbis Allan Gray Ltd	5858793	2020-06-29	0.0446	2515648538
1	Blackrock Inc.	4381784	2020-06-29	0.0334	1881450413
2	Ubs Asset Management Americas Inc	3480805	2020-06-29	0.0265	1494588050
3	JP Morgan Chase & Company	2923501	2020-06-29	0.0223	1255292859
4	Vanguard Group, Inc. (The)	2705105	2020-06-29	0.0206	1161517984
5	Invesco Ltd.	2535952	2020-06-29	0.019299999999999998	1088887069
6	Baillie Gifford and Company	2026887	2020-06-29	0.0154	870304740
7	Ninety One UK Ltd	1950933	2020-06-29	0.0149	837691611
8	Comgest Global Investors S.A.S.	1747159	2020-06-29	0.013300000000000001	750195131
9	State Street Corporation	1678091	2020-06-29	0.0128	720538713
