	0	1
Earnings Date	2020-10-13 00:00:00	2020-10-19 00:00:00
Earnings Average	1.23	1.23
Earnings Low	1.14	1.14
Earnings High	1.35	1.35
Revenue Average	2307990000	2307990000
Revenue Low	2179000000	2179000000
Revenue High	2385000000	2385000000
