	Holder	Shares	Date Reported	% Out	Value
0	Cadian Capital Management, LLC	5718819	2020-06-29	0.0848	49010278
1	Vanguard Group, Inc. (The)	5702153	2020-06-29	0.08449999999999999	48867451
2	Immersion Capital LLP	3954792	2020-06-29	0.058600000000000006	33892567
3	Blackrock Inc.	3920986	2020-06-29	0.0581	33602850
4	Baillie Gifford and Company	3223539	2020-06-29	0.0478	27625729
5	FMR, LLC	2837829	2020-06-29	0.0421	24320194
6	Francisco Partners Management, LP	2599174	2020-06-29	0.0385	22274921
7	Parian Global Management, LP	2300000	2020-06-29	0.0341	19711000
8	Marathon Asset Management LLP	1772106	2020-06-29	0.0263	15186948
9	Harber Asset Management Llc	1508336	2020-06-29	0.022400000000000003	12926439
