	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	52917956	2020-09-29	0.0875	650361679
1	Primecap Management Company	49184696	2020-09-29	0.08130000000000001	604479913
2	Blackrock Inc.	29060139	2020-09-29	0.048	357149108
3	State Street Corporation	15268274	2020-09-29	0.0252	187647087
4	U.S. Global Investors, Inc.	13196758	2020-09-29	0.0218	162188155
5	Geode Capital Management, LLC	8767795	2020-09-29	0.014499999999999999	107756200
6	Nuveen Asset Management	5155532	2020-09-29	0.0085	63361488
7	Susquehanna International Group, LLP	4958114	2020-09-29	0.008199999999999999	60935221
8	Northern Trust Corporation	4662257	2020-09-29	0.0077	57299138
9	Invesco Ltd.	4526826	2020-09-29	0.0075	55634691
