	0	1
Earnings Date	2020-10-29 00:00:00	2020-11-02 00:00:00
Earnings Average	2.25	2.25
Earnings Low	2.03	2.03
Earnings High	2.43	2.43
Revenue Average	621740000	621740000
Revenue Low	594800000	594800000
Revenue High	644300000	644300000
