	Holder	Shares	Date Reported	% Out	Value
0	Price (T.Rowe) Associates Inc	5284009	2020-06-29	0.11359999999999999	1923273595
1	Vanguard Group, Inc. (The)	5167481	2020-06-29	0.11109999999999999	1880859734
2	Blackrock Inc.	4823394	2020-06-29	0.10369999999999999	1755618948
3	Wellington Management Company, LLP	2410458	2020-06-29	0.0518	877358502
4	State Street Corporation	1965182	2020-06-29	0.042199999999999994	715286944
5	Atlanta Capital Management Company LLC	1476628	2020-06-29	0.0317	537463059
6	American Century Companies, Inc.	1303486	2020-06-29	0.027999999999999997	474442834
7	Invesco Ltd.	1279903	2020-06-29	0.0275	465859093
8	Janus Henderson Group PLC	834313	2020-06-29	0.0179	303673245
9	Geode Capital Management, LLC	728651	2020-06-29	0.015700000000000002	265214390
