	0	1
Earnings Date	2020-02-24 00:00:00	2020-02-28 00:00:00
Earnings Average	0.41	0.41
Earnings Low	0.36	0.36
Earnings High	0.51	0.51
Revenue Average	420110000	420110000
Revenue Low	397800000	397800000
Revenue High	462600000	462600000
