	0	1
Earnings Date	2020-10-22 00:00:00	2020-10-26 00:00:00
Earnings Average	5.64	5.64
Earnings Low	5.47	5.47
Earnings High	5.91	5.91
Revenue Average	8869500000	8869500000
Revenue Low	8753000000	8753000000
Revenue High	8982700000	8982700000
