	Holder	Shares	Date Reported	% Out	Value
0	Renaissance Technologies, LLC	337000	2020-06-29	0.0039000000000000003	7444330
1	Dimensional Fund Advisors LP	62521	2020-06-29	0.0007000000000000001	1381088
2	Aperio Group LLC	40610	2020-06-29	0.0005	897074
3	Jane Street Group, LLC	37447	2020-06-29	0.0004	827204
4	Old Mission Capital LLC	37123	2020-06-29	0.0004	820047
5	Goldman Sachs Group, Inc.	32325	2020-06-29	0.0004	714059
6	Parametric Portfolio Associates	31899	2020-06-29	0.0004	704648
7	Northern Trust Corporation	31865	2020-06-29	0.0004	703897
8	Citadel Advisors LLC	18448	2020-06-29	0.0002	407516
9	Bank of Montreal/Can/	12444	2020-06-29	0.0001	274887
