	0	1
Earnings Date	2020-11-23 00:00:00	2020-11-27 00:00:00
Earnings Average	1.33	1.33
Earnings Low	1.14	1.14
Earnings High	1.39	1.39
Revenue Average	921540000	921540000
Revenue Low	918100000	918100000
Revenue High	934000000	934000000
