	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	8803000	2020-06-29	0.0913	2021785010
1	Blackrock Inc.	6217678	2020-06-29	0.0645	1428014106
2	Renaissance Technologies, LLC	4990252	2020-06-29	0.0518	1146111176
3	Generation Investment Management LLP	3339749	2020-06-29	0.0347	767040152
4	ClearBridge Investments, LLC	2642251	2020-06-29	0.0274	606845787
5	State Street Corporation	2131085	2020-06-29	0.022099999999999998	489446291
6	Morgan Stanley	1932034	2020-06-29	0.02	443730248
7	Canada Pension Plan Investment Board	1891937	2020-06-29	0.0196	434521170
8	Ubs Asset Management Americas Inc	1613823	2020-06-29	0.0167	370646728
9	FMR, LLC	1409674	2020-06-29	0.0146	323759827
