	Holder	Shares	Date Reported	% Out	Value
0	Price (T.Rowe) Associates Inc	776979156	2020-06-29	0.0888	5306767635
1	Vanguard Group, Inc. (The)	670114421	2020-06-29	0.0766	4576881495
2	Blackrock Inc.	564187905	2020-06-29	0.0645	3853403391
3	FMR, LLC	457822395	2020-06-29	0.052300000000000006	3126926957
4	State Street Corporation	346410337	2020-06-29	0.039599999999999996	2365982601
5	Eagle Capital Management LLC	138861487	2020-06-29	0.0159	948423956
6	Hotchkis & Wiley Capital Management, LLC	135847498	2020-06-29	0.0155	927838411
7	Geode Capital Management, LLC	125462326	2020-06-29	0.0143	856907686
8	Northern Trust Corporation	97361804	2020-06-29	0.0111	664981121
9	Bank Of New York Mellon Corporation	94384505	2020-06-29	0.0108	644646169
