	0	1
Earnings Date	2020-10-29 00:00:00	2020-11-02 00:00:00
Earnings Average	1.8	1.8
Earnings Low	1.75	1.75
Earnings High	1.85	1.85
Revenue Average	570580000	570580000
Revenue Low	565310000	565310000
Revenue High	577010000	577010000
