Date	Dividends	Stock Splits
1973-05-29	0.0	2.0
1987-06-15	0.0	3.0
1995-08-21	0.0	2.0
1997-11-24	0.0	2.0
1999-08-17	0.0	2.0
2000-05-23	0.0	2.0
