	0	1
Earnings Date	2020-07-23 00:00:00	2020-07-27 00:00:00
Earnings Average		
Earnings Low		
Earnings High		
Revenue Average	544100000	544100000
Revenue Low	527000000	527000000
Revenue High	564600000	564600000
