Date	Firm	To Grade	From Grade	Action
2012-02-16	Goldman Sachs	Neutral		main
2012-05-10	Hudson Square	Buy		main
2012-08-09	DA Davidson	Neutral		main
2013-01-02	Citigroup	Buy		main
2013-02-05	Macquarie	Neutral	Outperform	down
2013-02-14	DA Davidson	Underperform	Neutral	down
2013-02-14	Atlantic Equities	Underweight	Overweight	down
2013-02-14	Raymond James	Market Perform	Strong Buy	down
2013-02-14	Nomura	Reduce	Buy	down
2013-02-14	Jefferies	Buy		main
2013-02-14	Citigroup	Neutral	Buy	down
2013-02-14	JP Morgan	Neutral	Overweight	down
2013-02-15	Stifel Nicolaus	Buy		main
2013-04-04	JP Morgan	Overweight	Neutral	up
2013-04-09	Deutsche Bank	Hold		init
2013-05-15	PiperJaffray	Neutral		main
2013-05-30	BMO Capital	Outperform		init
2013-05-30	BMO Capital	Outperform		init
2013-08-08	Deutsche Bank	Hold		main
2013-08-23	Nomura	Neutral	Reduce	up
2013-10-21	Ameriprise Financial	Buy		init
2013-11-07	Deutsche Bank	Hold		main
2013-11-25	Macquarie	Neutral	Underperform	up
2014-02-11	Macquarie	Outperform	Market Perform	up
2014-02-11	Morgan Stanley	Overweight		main
2014-02-13	DA Davidson	Underperform		main
2014-04-28	BMO Capital	Market Perform	Outperform	down
2014-05-19	Morgan Stanley	Equal-weight	Overweight	down
2014-05-21	Bernstein	Market Perform		init
2014-07-30	Citigroup	Neutral		main
2014-07-31	Citigroup	Neutral		main
2014-08-12	Macquarie	Outperform		main
2014-11-06	JP Morgan	Overweight		main
2014-11-06	Jefferies	Underperform		main
2014-11-06	DA Davidson	Underperform		main
2015-02-18	Goldman Sachs	Sell	Neutral	down
2015-03-02	DA Davidson	Neutral	Underperform	up
2015-05-06	UBS	Buy		main
2015-05-06	JP Morgan	Overweight		main
2015-06-12	DA Davidson	Neutral		main
2015-06-25	JP Morgan	Neutral	Overweight	down
2015-06-29	Raymond James	Outperform	Market Perform	up
2015-07-31	Jefferies	Hold	Underperform	up
2015-08-07	Citigroup	Neutral		main
2015-09-15	Barclays	Underweight		init
2015-09-22	RBC Capital	Sector Perform		init
2015-10-13	Cowen & Co.	Market Perform		init
2016-02-23	Deutsche Bank	Hold		init
2016-03-14	Citigroup	Neutral		main
2016-03-17	Jefferies	Underperform	Hold	down
2016-05-03	Wells Fargo	Market Perform	Market Outperform	down
2016-06-21	Evercore ISI Group	Hold		init
2016-07-11	Macquarie	Neutral		init
2016-07-18	Morgan Stanley	Underweight	Equal-Weight	down
2016-11-08	Oppenheimer	Outperform	Perform	up
2016-12-13	SunTrust Robinson Humphrey	Hold		init
2017-01-03	JP Morgan	Overweight	Neutral	up
2017-01-25	Jefferies	Hold	Underperform	up
2017-02-28	Moffett Nathanson	Neutral		init
2017-05-15	Raymond James	Underperform		down
2017-10-04	Barclays	Underweight		main
2017-10-10	Deutsche Bank	Hold		main
2017-11-09	UBS	Buy		main
2017-11-10	Oppenheimer	Outperform		main
2017-11-10	Bank of America	Buy		main
2017-12-13	Morgan Stanley	Overweight		main
2017-12-15	Barclays	Equal-Weight	Underweight	up
2018-01-08	Goldman Sachs	Neutral	Sell	up
2018-01-25	RBC Capital	Outperform	Sector Perform	up
2018-03-13	Guggenheim	Neutral		init
2018-05-16	Macquarie	Underperform	Neutral	down
2018-06-26	Jefferies	Buy	Hold	up
2018-08-09	Citigroup	Neutral	Neutral	main
2018-08-15	Morgan Stanley	Overweight	Overweight	main
2018-08-22	Moffett Nathanson	Sell	Neutral	down
2019-01-24	Guggenheim	Sell	Neutral	down
2019-02-05	Citigroup	Sell	Neutral	down
2019-02-14	JP Morgan	Neutral	Overweight	down
2019-02-20	RBC Capital	Sector Perform	Outperform	down
2019-02-26	Bank of America	Neutral	Buy	down
2019-05-23	Guggenheim	Neutral	Sell	up
2019-06-27	Wells Fargo	Outperform	Market Perform	up
2019-08-08	JP Morgan	Underweight	Neutral	down
2019-08-08	Raymond James	Market Perform	Underperform	up
2019-11-06	Guggenheim	Sell	Neutral	down
2019-11-07	Wells Fargo	Outperform		main
2019-12-11	Evercore ISI Group	Underperform		init
2019-12-17	Morgan Stanley	Equal-Weight	Overweight	down
2020-02-18	MoffettNathanson	Sell	Neutral	down
2020-02-20	B of A Securities	Underperform	Neutral	down
2020-03-16	Raymond James	Underperform	Market Perform	down
2020-03-25	Citigroup	Sell	Neutral	down
2020-04-01	Goldman Sachs	Sell	Neutral	down
2020-04-02	Guggenheim Securities	Neutral	Sell	up
2020-04-03	SunTrust Robinson Humphrey	Hold		main
2020-05-07	Wells Fargo	Overweight		main
2020-05-11	SunTrust Robinson Humphrey	Hold		main
2020-05-22	Morgan Stanley	Equal-Weight		main
2020-06-26	UBS	Neutral		main
