	0	1
Earnings Date	2020-10-30 00:00:00	2020-11-03 00:00:00
Earnings Average	0.81	0.81
Earnings Low	0.49	0.49
Earnings High	1.06	1.06
Revenue Average	10987700000	10987700000
Revenue Low	10692000000	10692000000
Revenue High	11472000000	11472000000
