	0	1
Earnings Date	2020-10-29 00:00:00	2020-11-02 00:00:00
Earnings Average	0.62	0.62
Earnings Low	0.54	0.54
Earnings High	0.66	0.66
Revenue Average	6302120000	6302120000
Revenue Low	6164260000	6164260000
Revenue High	6413150000	6413150000
