	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	17142358	2020-06-29	0.1201	1000942283
1	Longview Partners (Guernsey) LTD	13875167	2020-06-29	0.09720000000000001	810171001
2	Generation Investment Management LLP	13388379	2020-06-29	0.09380000000000001	781747449
3	Blackrock Inc.	11369624	2020-06-29	0.0796	663872345
4	State Street Corporation	7676693	2020-06-29	0.0538	448242104
5	Brown Brothers Harriman & Co	5220682	2020-06-29	0.0366	304835621
6	Invesco Ltd.	4077207	2020-06-29	0.0286	238068116
7	Alecta Pensionsforsakring, Omsesidigt	3653980	2020-06-29	0.0256	213355892
8	AllianceBernstein, L.P.	2567565	2020-06-29	0.018000000000000002	149920120
9	Bank Of New York Mellon Corporation	2453681	2020-06-29	0.0172	143270433
