Date	Firm	To Grade	From Grade	Action
2019-07-17 11:23:40	Goldman Sachs	Sell	Neutral	down
2019-08-15 11:53:24	Bank of America	Buy	Neutral	up
2019-10-09 13:53:18	Bank of America	Buy		main
2020-04-08 14:53:15	Citigroup	Buy		main
2020-04-08 18:00:53	Morgan Stanley	Equal-Weight		main
2020-04-09 15:52:24	UBS	Buy		main
2020-07-08 12:11:20	Morgan Stanley	Equal-Weight		main
