	0	1
Earnings Date	2020-10-28 00:00:00	2020-11-02 00:00:00
Earnings Average	-0.92	-0.92
Earnings Low	-1.15	-1.15
Earnings High	-0.79	-0.79
Revenue Average	505980000	505980000
Revenue Low	339200000	339200000
Revenue High	900000000	900000000
