	0	1
Earnings Date	2020-10-21 00:00:00	2020-10-26 00:00:00
Earnings Average	1.59	1.59
Earnings Low	1.38	1.38
Earnings High	1.78	1.78
Revenue Average	1005230000	1005230000
Revenue Low	990000000	990000000
Revenue High	1030210000	1030210000
