	Holder	Shares	Date Reported	% Out	Value
0	First Eagle Investment Management, LLC	216288751	2020-09-29	0.1686	488812577
1	Harding Loevner LLC	192873906	2020-09-29	0.15039999999999998	435895027
2	Westwood Global Investments, LLC	106657138	2020-09-29	0.0832	241045131
3	Sprucegrove Investment Management Ltd	59773200	2020-09-29	0.0466	135087432
4	Massachusetts Financial Services Co.	55447998	2020-09-29	0.0432	125312475
5	Credit Suisse Ag/	51212082	2020-09-29	0.039900000000000005	115739305
6	JP Morgan Chase & Company	49975476	2020-09-29	0.039	112944575
7	AKO Capital LLP	49493482	2020-09-29	0.038599999999999995	111855269
8	FMR, LLC	40731043	2020-09-29	0.0318	92052157
9	BNP Paribas Arbitrage, SA	29140115	2020-09-29	0.0227	65856659
