	0	1
Earnings Date	2020-10-15 00:00:00	2020-10-19 00:00:00
Earnings Average	1.42	1.42
Earnings Low	1.14	1.14
Earnings High	1.55	1.55
Revenue Average	3518590000	3518590000
Revenue Low	3433100000	3433100000
Revenue High	3591000000	3591000000
