	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	0.35	0.35
Earnings Low	0.29	0.29
Earnings High	0.37	0.37
Revenue Average	2559140000	2559140000
Revenue Low	2543000000	2543000000
Revenue High	2602660000	2602660000
