	0	1
Earnings Date	2020-11-04 00:00:00	2020-11-09 00:00:00
Earnings Average	2.12	2.12
Earnings Low	1.6	1.6
Earnings High	2.77	2.77
Revenue Average	3998730000	3998730000
Revenue Low	3922020000	3922020000
Revenue High	4088160000	4088160000
