	Holder	Shares	Date Reported	% Out	Value
0	Capital Research Global Investors	22065776	2020-06-29	0.1217	2721592811
1	Primecap Management Company	17883971	2020-06-29	0.0986	2205808983
2	Vanguard Group, Inc. (The)	16918551	2020-06-29	0.0933	2086734080
3	Blackrock Inc.	15963811	2020-06-29	0.08800000000000001	1968976448
4	Jennison Associates LLC	7590765	2020-06-29	0.04190000000000001	936244955
5	Baker Brothers Advisors, LLC	7589294	2020-06-29	0.0418	936063521
6	ClearBridge Investments, LLC	5909758	2020-06-29	0.0326	728909551
7	State Street Corporation	5146501	2020-06-29	0.028399999999999998	634769433
8	Dodge & Cox Inc	3615740	2020-06-29	0.0199	445965371
9	Ameriprise Financial, Inc.	3133700	2020-06-29	0.0173	386510558
