	0	1
Earnings Date	2020-10-21 00:00:00	2020-10-26 00:00:00
Earnings Average	1.33	1.33
Earnings Low	-0.22	-0.22
Earnings High	4.57	4.57
Revenue Average	455560000	455560000
Revenue Low	429000000	429000000
Revenue High	487400000	487400000
